title,review_structured,parsed_rate
Evaluating and Calibrating Uncertainty Prediction in Regression Tasks | OpenReview,"{""strengths"": [""proposed new definition for calibration"", ""histogram-based approach inspired by reliability diagrams"", ""experimental tests on multiple datasets""], ""weaknesses"": [""limited generalizability"", ""potential for overfitting"", ""simplistic scaling-based calibration""]}",8.5
Machine Truth Serum | OpenReview,"{""strengths"": [""Novel approach to combining multiple learning algorithms"", ""Improved classification performance over majority voting"", ""Generically applicable as a subroutine in ensemble methods""], ""weaknesses"": [""Limited generalizability to other problem domains"", ""Dependence on quality of individual learning algorithms"", ""Potential overfitting issues""]}",8.2
AHash: A Load-Balanced One Permutation Hash | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
On the Invertibility of Invertible Neural Networks | OpenReview,"{""strengths"": [""Contribution of introducing numerical analysis tools to diagnose non-invertibility"", ""Novel application of bi-Lipschitz functions to INNs"", ""Potential to improve training difficulties and exact log likelihood computations""], ""weaknesses"": [""Limited scope to other INN architectures"", ""Dependence on specific INN building blocks"", ""Difficulty in generalizing results to other tasks""]}",8.5
Discriminability Distillation in Group Representation Learning | OpenReview,"{""strengths"": [""Improves accuracy"", ""Flexibly applicable"", ""Light-weight auxiliary distillation network""], ""weaknesses"": [""Lack of detail on specific methods"", ""Limited generalizability"", ""Dependence on proxy set design""]}",8.5
Utilizing Edge Features in Graph Neural Networks via Variational Information Maximization | OpenReview,"{""strengths"": [""Improves upon existing GNNs by leveraging edge features"", ""Enhances performance across various learning tasks"", ""Proposes a novel variational approach to MI maximization""], ""weaknesses"": [""Lacks experimental details on edge feature extraction"", ""May require significant computational resources"", ""Potential overfitting issues with complex graphs""]}",8.5
Learning to Make Generalizable and Diverse Predictions for Retrosynthesis | OpenReview,"{""strengths"": [""Generates diverse predictions"", ""Improves performance over baseline"", ""Incorporates discrete latent variable model""], ""weaknesses"": [""Limited to USPTO-50k dataset"", ""May not generalize to other datasets"", ""Requires significant computational resources""]}",8.8
DeepSFM: Structure From Motion Via Deep Bundle Adjustment | OpenReview,"{""strengths"": [""Improves upon traditional BA with deep learning"", ""Robust against fewer inputs and initialization noise"", ""State-of-the-art performance on depth and pose estimation""], ""weaknesses"": []}",9.4
Physics-as-Inverse-Graphics: Unsupervised Physical Parameter Estimation from Video | OpenReview,"{""strengths"": [""Unique approach combining physics and vision"", ""Significant improvement over existing methods"", ""Ability to learn interpretable system parameters""], ""weaknesses"": [""Lack of explicit object state supervision"", ""Dependence on labeled scene dynamics"", ""Potential complexity of integrating physics engines""]}",8.5
PROGRESSIVE LEARNING AND DISENTANGLEMENT OF HIERARCHICAL REPRESENTATIONS | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Semi-supervised Learning by Coaching | OpenReview,"{""strengths"": [""Improves upon state-of-the-art SSL methods"", ""Introduces a novel approach to teacher-student learning"", ""Demonstrates significant performance gains on large datasets""], ""weaknesses"": [""Assumes teacher-student model is well-designed"", ""May require significant computational resources"", ""Dependence on pseudo-label quality""]}",9.0
Adversarial AutoAugment | OpenReview,"{""strengths"": [""Improves generalization on image classification tasks"", ""Reduces computing cost and time overhead"", ""Achieves state-of-the-art performance""], ""weaknesses"": [""Not practical for large problems"", ""Requires complex target network training"", ""May not generalize to other tasks""]}",9.0
Winning Privately: The Differentially Private Lottery Ticket Mechanism | OpenReview,"{""strengths"": [""Transferability of tickets across datasets,domains, and architectures"", ""Significant performance improvement over state-of-the-art"", ""Early stopping with reduced privacy budget""], ""weaknesses"": []}",9.0
Samples Are Useful? Not Always: denoising policy gradient updates using variance explained | OpenReview,"{""strengths"": [""Proposes a novel criterion for evaluating transition quality"", ""Conducts experiments across various benchmark environments"", ""Investigates the reliability of the proposed criterion""], ""weaknesses"": []}",8.2
Gradient-based training of Gaussian Mixture Models in High-Dimensional Spaces | OpenReview,"{""strengths"": [""Proposed approach for efficient GMM training with SGD"", ""Novel ideas for preventing pathological local minima and enforcing constraints"", ""Simplification for high-dimensional spaces""], ""weaknesses"": [""Conceptual complexity of SGD"", ""Requires large amounts of high-dimensional data"", ""Limited applicability to non-image datasets""]}",8.5
Angular Visual Hardness | OpenReview,"{""strengths"": [""novel approach to visual hardness"", ""statistically significant findings"", ""empirical improvement in self-training tasks""], ""weaknesses"": [""limited scope to CNNs"", ""lack of exploration of alternative loss functions"", ""potential for overfitting to AVH score""]}",8.5
Independence-aware Advantage Estimation | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Graph Neural Networks Exponentially Lose Expressive Power for Node Classification | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Dynamically Pruned Message Passing Networks for Large-scale Knowledge Graph Reasoning | OpenReview,"{""strengths"": [""Improves scalability of GNNs"", ""Provides graphical explanations for predictions"", ""Outperforms state-of-the-art methods""], ""weaknesses"": [""May require significant computational resources"", ""Dependence on flow-style attention mechanism"", ""Limited evaluation on graph-structured representation""]}",8.2
Differentiable Programming for Physical Simulation | OpenReview,"{""strengths"": [""new differentiable programming language"", ""high-performance simulations"", ""gradient-based learning and optimization tasks""], ""weaknesses"": [""difficult to differentiate physical systems"", ""may not yield useful gradients"", ""not evaluated on diverse simulators""]}",8.2
An Information Theoretic Perspective on Disentangled Representation Learning | OpenReview,"{""strengths"": [""Theoretical contribution"", ""Experimental evidence"", ""Practical applicability""], ""weaknesses"": [""Assumption of mutual information"", ""Lack of clear experimental details"", ""Potential overfitting""]}",8.2
BOOSTING ENCODER-DECODER CNN FOR INVERSE PROBLEMS | OpenReview,"{""strengths"": [""Improves upon traditional SURE estimator"", ""Provides a novel boosting scheme"", ""Enhances performance in inverse problems""], ""weaknesses"": [""Difficult to implement in a neural network framework"", ""May not generalize to all inverse problems"", ""Assumes encoder-decoder CNN structure""]}",8.2
HUBERT Untangles BERT to Improve Transfer across NLP Tasks | OpenReview,"{""strengths"": [""Improves transfer across NLP tasks"", ""Utilizes structured-representational power of TPRs"", ""Validates effectiveness on GLUE benchmark""], ""weaknesses"": [""Limited generalizability to out-of-domain tasks"", ""Dependence on pre-trained BERT model"", ""Lack of explicit explanations of shared structure between datasets""]}",8.4
Universal Approximation with Deep Narrow Networks | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
UW-NET: AN INCEPTION-ATTENTION NETWORK FOR UNDERWATER IMAGE CLASSIFICATION | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
I love your chain mail! Making knights smile in a fantasy game world | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Switched linear projections and inactive state sensitivity for deep neural network interpretability | OpenReview,"{""strengths"": [""Novel approach to interpretability"", ""Robust in noisy environments"", ""Complete coverage of network computation""], ""weaknesses"": [""Assumes ReLU activation"", ""Limited to single linear projection"", ""May not be applicable to other activation functions""]}",8.8
LEARNED STEP SIZE QUANTIZATION | OpenReview,"{""strengths"": [""Improves accuracy on low-precision models"", ""Flexible quantization levels"", ""Easy to implement""], ""weaknesses"": [""Limited to ImageNet dataset"", ""May not generalize to other datasets"", ""Requires additional computational resources""]}",8.5
A Coordinate-Free Construction of Scalable Natural Gradient | OpenReview,"{""strengths"": [""Invariance to affine transformations of activations"", ""Coordinate-free construction of the algorithm"", ""Extension to convolutional and recurrent networks""], ""weaknesses"": [""Technical complexity"", ""Dependence on Riemannian metric"", ""Limited applicability to non-convex problems""]}",8.5
Word embedding re-examined: is the symmetrical factorization optimal? | OpenReview,"{""strengths"": [""analytical approach"", ""provides a clear explanation"", ""experiments on real datasets""], ""weaknesses"": [""limited scope"", ""does not address other embedding methods"", ""potential for overfitting""]}",8.5
Deep Multivariate Mixture of Gaussians for Object Detection under Occlusion | OpenReview,"{""strengths"": [""Improves AP of baselines"", ""Quantitative evaluation"", ""Explainability via covariance matrices""], ""weaknesses"": []}",8.6
Do recent advancements in model-based deep reinforcement learning really improve data efficiency? | OpenReview,"{""strengths"": [""Improves data efficiency"", ""Outperforms model-based methods"", ""Reduces computational costs""], ""weaknesses"": [""Limited to model-free methods"", ""May not generalize well to new environments"", ""Dependent on frequent updates""]}",7.4
Towards Certified Defense for Unrestricted Adversarial Attacks | OpenReview,"{""strengths"": [""Novel defense strategy"", ""Concrete bounds on attacker queries"", ""Empirical evaluation""], ""weaknesses"": [""Assumes limited knowledge of attacker"", ""May not be effective against very strong attacks"", ""Dependent on classifier complexity""]}",8.2
Towards Verified Robustness under Text Deletion Interventions | OpenReview,"{""strengths"": [""Addresses a significant problem in NLP"", ""Novel technique for formal verification"", ""Improved verified accuracy on SNLI test set""], ""weaknesses"": [""Limited to decomposable attention mechanism"", ""Depends on efficient interval bound propagation"", ""Potential for overfitting""]}",8.3
Model Imitation for Model-Based Reinforcement Learning | OpenReview,"{""strengths"": [""Proposed method for reducing estimation error in MBRL"", ""Use of WGAN for distribution matching"", ""Improved sample complexity""], ""weaknesses"": [""Difficulty in ensuring distribution matching"", ""Potential overfitting"", ""Limited exploration-exploitation trade-off""]}",8.5
Global graph curvature | OpenReview,"{""strengths"": [""Provides a new notion of global graph curvature"", ""Analyzes existing notions of local curvature"", ""Proposes a new estimator for global graph curvature""], ""weaknesses"": [""Dependence on embedding space and loss function may lead to biased results"", ""Limited applicability of local curvatures for estimating global curvature"", ""Theoretical and empirical analysis may be complex""]}",7.8
ExpandNets: Linear Over-parameterization to Train Compact Convolutional Networks | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Attributed Graph Learning with 2-D Graph Convolution | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Sequence-level Intrinsic Exploration Model for Partially Observable Domains | OpenReview,"{""strengths"": [""Novel approach to novelty prediction"", ""Efficient use of multi-step forward dynamics prediction"", ""Ability to generalize to challenging domains""], ""weaknesses"": [""Limited explanation of forward dynamics prediction mechanism"", ""Dependence on the quality of the action sequence"", ""Potential for overfitting in the dual-LSTM architecture""]}",8.5
Predictive Coding for Boosting Deep Reinforcement Learning with Sparse Rewards | OpenReview,"{""strengths"": [""Effective approach to sparse reward problems"", ""Improves learning by providing reward signals that understand environment dynamics"", ""Demonstrated usefulness in different domains""], ""weaknesses"": [""Limited generalizability to novel environments"", ""Potential for overfitting to learned representations"", ""May require significant computational resources""]}",8.4
Why Convolutional Networks Learn Oriented Bandpass Filters: A Hypothesis | OpenReview,"{""strengths"": [""Cleverly connects convolutional architecture design with image structure"", ""Clearly explains the novelty of the approach"", ""Provides a theoretical basis for oriented bandpass filters""], ""weaknesses"": [""Assumes a specific structure of natural images"", ""May not generalize to other domains"", ""Requires a good understanding of complex exponentials and eigenfunctions""]}",8.3
The Variational Bandwidth Bottleneck: Stochastic Evaluation on an Information Budget | OpenReview,"{""strengths"": [""proposes a new approach to the information bottleneck method"", ""can improve generalization in reinforcement learning"", ""formulates a tractable approximation""], ""weaknesses"": [""may require additional computational resources for stochastic access"", ""may not be suitable for tasks with low-cost privileged information"", ""computationally expensive to compute the bottleneck variable""]}",8.0
Shifted Randomized Singular Value Decomposition | OpenReview,"{""strengths"": [""Efficient algorithm"", ""Improves memory usage"", ""Facilitates low-rank approximation""], ""weaknesses"": [""Assumes no loss in accuracy"", ""May require careful data preparation"", ""Limited applicability to non-shifted data""]}",8.5
On the Unintended Social Bias of Training Language Generation Models with News Articles | OpenReview,"{""strengths"": [""Novel approach to addressing bias in language models"", ""Experimental evaluation of the proposed architecture"", ""Potential impact on user experience of applications like Gmail""], ""weaknesses"": [""Limited scope to other types of bias"", ""Dependence on equal ratio of data for biased correlations"", ""Potential for overfitting in the memory module""]}",8.0
Homogeneous Linear Inequality Constraints for Neural Network Activations | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
"Cross-Dimensional Self-Attention for Multivariate, Geo-tagged Time Series Imputation | OpenReview","{""strengths"": [], ""weaknesses"": []}",
Geometry-aware Generation of Adversarial and Cooperative Point Clouds | OpenReview,"{""strengths"": [""Improves adversarial attacks on point cloud classification"", ""Introduces geometry-aware deformations"", ""Proposes novel loss function""], ""weaknesses"": []}",8.2
Wildly Unsupervised Domain Adaptation and Its Powerful and Efficient Solution | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Distance-Based Learning from Errors for Confidence Calibration | OpenReview,"{""strengths"": [""Improves confidence calibration of DNNs"", ""Proposes novel training method"", ""Demonstrates effective learning""], ""weaknesses"": [""Depends on availability of ground-truth labels"", ""Requires additional training samples for confidence model"", ""May not generalize well to new data sets""]}",8.5
U-GAT-IT: Unsupervised Generative Attentional Networks with Adaptive Layer-Instance Normalization for Image-to-Image Translation | OpenReview,"{""strengths"": [""Flexibility in handling geometric changes between domains"", ""Ability to control the amount of change in shape and texture"", ""State-of-the-art results compared to existing models""], ""weaknesses"": [""Dependence on learned parameters for AdaLIN function"", ""Potential difficulty in handling complex scenes"", ""Limited evaluation of the auxiliary classifier's impact on performance""]}",8.5
Ladder Polynomial Neural Networks | OpenReview,"{""strengths"": [""Improves upon previous limitations"", ""Flexible architecture"", ""Empirical performance""], ""weaknesses"": [""Training difficulties"", ""Limited theoretical analysis"", ""Specific optimization requirements""]}",8.2
Informed Temporal Modeling via Logical Specification of Factorial LSTMs | OpenReview,"{""strengths"": [""novel application of LSTMs in factorial design"", ""use of Datalog rules for model specification"", ""potential for better generalization in real-world domains""], ""weaknesses"": [""potential complexity of Datalog rules"", ""potential difficulty in interpreting model structure"", ""limited consideration of spurious correlations""]}",8.5
MANAS: Multi-Agent Neural Architecture Search | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Towards Holistic and Automatic Evaluation of Open-Domain Dialogue Generation | OpenReview,"{""strengths"": [""proposed holistic evaluation metrics"", ""empirical validity with human judgments"", ""provides associated code, datasets and human ratings""], ""weaknesses"": [""dependence on GPT-2 model"", ""limited applicability to other dialogue systems"", ""no discussion of potential biases in human ratings""]}",8.3
Multi-Agent Interactions Modeling with Correlated Policies | OpenReview,"{""strengths"": [""Novel approach to modeling correlated policies"", ""Decentralized Adversarial Imitation Learning algorithm"", ""Improves upon state-of-the-art methods""], ""weaknesses"": [""Limited scope to complex interactions"", ""Dependence on high-quality demonstrations"", ""Potential for overfitting""]}",8.5
VL-BERT: Pre-training of Generic Visual-Linguistic Representations | OpenReview,"{""strengths"": [""Generic representation for visual-linguistic tasks"", ""Pre-training on Conceptual Captions dataset"", ""Improved performance on VCR benchmark""], ""weaknesses"": [""Limited domain knowledge"", ""Dependence on pre-training data"", ""Potential overfitting""]}",9.0
Learning Neural Surrogate Model for Warm-Starting Bayesian Optimization | OpenReview,"{""strengths"": [""Novel approach combining Bayesian optimization and neural networks"", ""Proposed weighted Reptile algorithm for learning surrogate model"", ""Improved adaptability to new tasks""], ""weaknesses"": [""Dependence on quality of initial surrogate model"", ""Potential overfitting of neural network"", ""Limited applicability to complex problems""]}",8.5
Unsupervised-Learning of time-varying features | OpenReview,"{""strengths"": [""Identifies sub-spaces of features indicating changes between frames"", ""Achieves higher accuracy"", ""Produces interpretable linear features""], ""weaknesses"": [""Model architecture has a major impact on feature-space"", ""Does not achieve state-of-the-art results"", ""Only applicable to specific tasks""]}",8.2
Neural Phrase-to-Phrase Machine Translation | OpenReview,"{""strengths"": [""novel phrase-attention mechanism"", ""efficient dynamic programming algorithm"", ""improves decoding speed""], ""weaknesses"": [""requires external phrase dictionary"", ""may not generalize well to out-of-vocabulary words"", ""dependent on quality of training data""]}",8.5
All SMILES Variational Autoencoder for Molecular Property Prediction and Optimization | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
One-Shot Neural Architecture Search via Compressive Sensing | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
GLAD: Learning Sparse Graph Recovery | OpenReview,"{""strengths"": [""learns a compact and effective model"", ""uses Alternating Minimization (AM) algorithm"", ""direct mapping from data to precision matrix""], ""weaknesses"": [""challenging task in learned algorithms"", ""enforces SPD and sparsity of the matrix""]}",8.5
Visual Hide and Seek | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Fooling Detection Alone is Not Enough: Adversarial Attack against Multiple Object Tracking | OpenReview,"{""strengths"": [""Novel attack technique"", ""Effective against MOT"", ""Potential safety hazards""], ""weaknesses"": [""Limited scope"", ""Specific to autonomous driving"", ""Assumes existing attack techniques are blind to MOT""]}",8.0
Relation-based Generalized Zero-shot Classification with the Domain Discriminator on the shared representation | OpenReview,"{""strengths"": [""novel approach to alleviating domain bias in relation-based GZSL"", ""variational autoencoder for shared representation learning"", ""domain discriminator for joint learning""], ""weaknesses"": [""limited exploration of synthesis-based methods for comparison"", ""potential difficulty in training the discriminator"", ""generalizability to other domain adaptation tasks""]}",8.0
Recognizing Plans by Learning Embeddings from Observed Action Distributions | OpenReview,"{""strengths"": [""learns from visual data"", ""approach for automated video surveillance"", ""recognizes plans from video information""], ""weaknesses"": [""relies on noisy and uncertain visual inference results"", ""limited by traditional planning domain models"", ""requires domain model learning""]}",8.4
Superseding Model Scaling by Penalizing Dead Units and Points with Separation Constraints | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Acutum: When Generalization Meets Adaptability | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Universality Theorems for Generative Models | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Bandlimiting Neural Networks Against Adversarial Attacks | OpenReview,"{""strengths"": [""Provides a new perspective on adversarial attacks using Fourier analysis"", ""Demonstrates the vulnerability of neural networks to high frequency components"", ""Proposes a simple post-averaging technique for improving robustness""], ""weaknesses"": [""May not be applicable to all types of neural networks"", ""Limited to adversarial samples generated by specific attacking methods"", ""Does not provide a new method for generating adversarial samples""]}",8.5
Adapting Behaviour for Learning Progress | OpenReview,"{""strengths"": [""Improves exploration in reinforcement learning"", ""Facilitates learning progress"", ""Demonstrated on Atari 2600 games""], ""weaknesses"": [""Assumes modularity of the policy"", ""Potential limitations in real-world environments"", ""Potential need for hyperparameter tuning""]}",8.4
Meta Label Correction for Learning with Weak Supervision | OpenReview,"{""strengths"": [""novel approach"", ""meta-learning framework"", ""improves previous methods""], ""weaknesses"": [""potential over-reliance on meta-learning"", ""limited dataset exploration"", ""noise in label correction""]}",8.5
Meta Decision Trees for Explainable Recommendation Systems | OpenReview,"{""strengths"": [""Provides direct explanations for ratings"", ""Competitive accuracy"", ""End-to-end learning""], ""weaknesses"": [""Slightly lower accuracy compared to state of the art"", ""May not be suitable for complex systems"", ""Requires additional computational resources""]}",8.2
On Bonus Based Exploration Methods In The Arcade Learning Environment | OpenReview,"{""strengths"": [""clearly evaluates multiple exploration methods"", ""examines the limitations of bonus-based exploration"", ""provides results on a common evaluation framework""], ""weaknesses"": [""results may be limited to Montezuma*s Revenge"", ""lack of results on other Atari 2600 games"", ""may be biased towards specific exploration methods""]}",7.4
Denoising and Regularization via Exploiting the Structural Bias of Convolutional Generators | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Discriminative Variational Autoencoder for Continual Learning with Generative Replay | OpenReview,"{""strengths"": [""Addressing catastrophic forgetting through class-wise discriminative latent embeddings"", ""Applying domain translation to challenging natural images"", ""Competitive or higher accuracy compared to state-of-the-art algorithms""], ""weaknesses"": []}",9.2
On Understanding Knowledge Graph Representation | OpenReview,"{""strengths"": [""Improves upon implicit structure understanding"", ""Exploits low-rank latent structure"", ""Makes independent predictions for relation types""], ""weaknesses"": [""Limited to identifiable relation types"", ""Implicitly relies on word embeddings"", ""Lacks explicit structure for unknown relations""]}",8.0
Single episode transfer for differing environmental dynamics in reinforcement learning | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Superbloom: Bloom filter meets Transformer | OpenReview,"{""strengths"": [""Improves models with high accuracy"", ""Alternative method for large vocabulary size"", ""Applying multi-layer Transformer to Bloom filter digests""], ""weaknesses"": [""Potential for high computational complexity"", ""May not be suitable for small vocabulary size"", ""Requires careful hyperparameter tuning""]}",8.2
Connectivity-constrained interactive annotations for panoptic segmentation | OpenReview,"{""strengths"": [""Improves annotation efficiency"", ""Enables global optimum"", ""Suitable for weakly supervised learning""], ""weaknesses"": [""Limited to connectivity-constrained"", ""Requires DCNN feature maps"", ""May require significant correction scribbles""]}",8.2
Information lies in the eye of the beholder: The effect of representations on observed mutual information | OpenReview,"{""strengths"": [""Clarifies the concept of observed mutual information"", ""Provides empirical evidence to support theoretical framework"", ""Highlights importance of representation alignment""], ""weaknesses"": [""Assumes independence between input and output"", ""Does not discuss potential confounding variables"", ""Limited scope to other types of input data""]}",8.0
The Effect of Residual Architecture on the Per-Layer Gradient of Deep Networks | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
On the geometry and learning low-dimensional embeddings for directed graphs | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Semantically-Guided Representation Learning for Self-Supervised Monocular Depth | OpenReview,"{""strengths"": [""Improves state-of-the-art in self-supervised monocular depth prediction"", ""Leverages fixed pretrained semantic segmentation networks for guidance"", ""Two-stage training process to overcome semantic bias""], ""weaknesses"": [""Limited exploration of dynamic object handling"", ""Potential semantic gap between segmentation and depth estimation"", ""Dependence on pre-trained segmentation models may introduce biases""]}",8.9
Unsupervised Generative 3D Shape Learning from Natural Images | OpenReview,"{""strengths"": [""First approach to learn 3D shapes from natural images in an unsupervised way"", ""Generative Adversarial Networks are used effectively in 2 stages"", ""Realistic 3D object rendering from a random viewpoint""], ""weaknesses"": [""No ground truth 3D or 2D annotations"", ""Viewpoint randomness may lead to ambiguity in 3D representation"", ""Limited to FFHQ dataset""]}",8.5
Corpus Based Amharic Sentiment Lexicon Generation | OpenReview,"{""strengths"": [""uses corpus-based approach for lexicon generation"", ""exploits word co-occurrence distributional embedding"", ""uses PPMI for sentiment lexicon construction""], ""weaknesses"": [""uses threshold value for lexicon construction"", ""may not capture nuanced sentiment expressions"", ""limited to Amharic language""]}",8.0
Towards a Unified Evaluation of Explanation Methods without Ground Truth | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Learning to Combat Compounding-Error in Model-Based Reinforcement Learning | OpenReview,"{""strengths"": [""novel approach to model-based RL"", ""temporally decomposing cumulative errors"", ""improves efficiency of policy learning""], ""weaknesses"": [""model accuracy is still an open problem"", ""planning horizon may not generalize well"", ""may not be suitable for all environments""]}",8.0
Self-Supervised State-Control through Intrinsic Mutual Information Rewards | OpenReview,"{""strengths"": [""Novel approach using mutual information rewards"", ""Applicable to robotic manipulation tasks"", ""Effective in overcoming challenges with sparse rewards""], ""weaknesses"": [""Limited applicability to other domains"", ""Lack of human evaluation"", ""Potential for overfitting to task specifics""]}",8.3
Four Things Everyone Should Know to Improve Batch Normalization | OpenReview,"{""strengths"": [""Improves Batch Normalization"", ""Provides empirical results on diverse datasets"", ""Validates results through multiple experiments""], ""weaknesses"": []}",8.0
Visual Interpretability Alone Helps Adversarial Robustness | OpenReview,"{""strengths"": [""novel defensive scheme"", ""robust interpretation"", ""classification robustness""], ""weaknesses"": [""limited exploration of adversarial attacks"", ""no evaluation of interpretability methods"", ""no comparison with baseline methods""]}",8.4
Discrete InfoMax Codes for Meta-Learning | OpenReview,"{""strengths"": [""Novel approach to meta-learning"", ""Improves generalization on small datasets"", ""Less memory and time required""], ""weaknesses"": [""Lack of comparison to other methods"", ""Potential complexity in training stochastic encoder"", ""Assumes specific task-specific learner""]}",8.4
"Triple Wins: Boosting Accuracy, Robustness and Efficiency Together by Enabling Input-Adaptive Inference | OpenReview","{""strengths"": [""Improves model capacity"", ""Enables input-adaptive inference"", ""Reduces computational overhead""], ""weaknesses"": [""May increase model size"", ""Requires additional training complexity"", ""May be challenging to defend against complex attacks""]}",8.3
Posterior Control of Blackbox Generation | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Bayesian Residual Policy Optimization: Scalable Bayesian Reinforcement Learning with Clairvoyant Experts | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Novelty Detection Via Blurring | OpenReview,"{""strengths"": [""Novel approach to OOD detection"", ""Improves upon baseline RND-based detectors"", ""Outperforms baseline detectors in various domains""], ""weaknesses"": []}",9.0
MelNet: A Generative Model for Audio in the Frequency Domain | OpenReview,"{""strengths"": [""Generative model for audio in the frequency domain"", ""Captures longer-range dependencies"", ""High-fidelity audio samples""], ""weaknesses"": [""Dependence on spectrograms may limit model's ability to capture all audio structures"", ""Requires significant computational resources"", ""May not generalize well to out-of-domain data""]}",8.5
Super-AND: A Holistic Approach to Unsupervised Embedding Learning | OpenReview,"{""strengths"": [""proposed comprehensive approach"", ""achieves high accuracy"", ""outperforms existing approaches""], ""weaknesses"": [""potential dependence on Anchor Neighbourhood Discovery model"", ""limited exploration of data augmentation strategies"", ""potential for high computational costs""]}",8.5
Robust Cross-lingual Embeddings from Parallel Sentences | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Pretraining boosts out-of-domain robustness for pose estimation | OpenReview,"{""strengths"": [""transfer learning improves out-of-domain performance"", ""pretraining on ImageNet enhances robustness"", ""robustness to unseen data""], ""weaknesses"": [""limited dataset size"", ""no comparison to other architectures"", ""no discussion of potential overfitting""]}",8.4
Distillation $approx$ Early Stopping? Harvesting Dark Knowledge Utilizing Anisotropic Information Retrieval For Overparameterized NN | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Unrestricted Adversarial Attacks For Semantic Segmentation | OpenReview,"{""strengths"": [""Proposes a novel approach for generating unrestricted adversarial examples for semantic segmentation"", ""Demonstrates improvement in attack success rate using SPADE structure"", ""Validates on well-known datasets""], ""weaknesses"": [""May not be applicable to all types of semantic segmentation models"", ""Potential limitations in image quality"", ""Dependence on SPADE structure""]}",8.4
"Ridge Regression: Structure, Cross-Validation, and Sketching | OpenReview","{""strengths"": [""Clearly explains the structure of the estimator"", ""Provides a bias-correction for cross-validation"", ""Discusses the accuracy of primal and dual sketching""], ""weaknesses"": [""Limited scope to large-data linear models only"", ""No discussion of non-linear models or robustness to outliers"", ""No exploration of alternative optimization methods""]}",8.2
D3PG: Deep Differentiable Deterministic Policy Gradients | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Putting Machine Translation in Context with the Noisy Channel Model | OpenReview,"{""strengths"": [""Improves document translation by leveraging context"", ""Requires only parallel sentences to train"", ""Outperforms comparable models on NIST and WMT19 tasks""], ""weaknesses"": [""Assumes noisy channel model"", ""Dependence on beam search reranking approximation"", ""May not generalize to all translation tasks""]}",8.5
PAC-Bayesian Neural Network Bounds | OpenReview,"{""strengths"": [""clearly explains the importance of generalization bounds for Bayesian neural networks"", ""uses the Herbst Argument for the log-Sobolev inequality"", ""contributes to a better understanding of the negative log-likelihood loss function""], ""weaknesses"": [""assumes a lack of knowledge about the prior distribution"", ""may not account for non-standard risk measures"", ""some technical details may be difficult to follow""]}",8.0
Adversarially Robust Generalization Just Requires More Unlabeled Data | OpenReview,"{""strengths"": [""Theoretical foundation"", ""Empirical results"", ""Improvement over previous works""], ""weaknesses"": [""Limited domain adaptation"", ""No clear comparison to state-of-the-art"", ""Adversarial training algorithm may be complex""]}",8.2
Multi-Sample Dropout for Accelerated Training and Better Generalization | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Robust training with ensemble consensus | OpenReview,"{""strengths"": [""Novel approach to overfitting in deep neural networks"", ""Eliminates noisy examples via ensemble consensus"", ""Improves memory efficiency""], ""weaknesses"": [""May require significant computational resources"", ""Limited generalizability to other datasets"", ""May not work well with noisy labels""]}",8.2
Learning with Social Influence through Interior Policy Differentiation | OpenReview,"{""strengths"": [""Unique approach to social influence in reinforcement learning"", ""Clear definition of policy uniqueness"", ""Improved performance""], ""weaknesses"": [""Limited scope to specific problem types"", ""Potential for over-reliance on social influence"", ""Difficulty in scaling to large groups""]}",8.4
Weakly Supervised Disentanglement with Guarantees | OpenReview,"{""strengths"": [""theoretical framework"", ""empirical verification"", ""usefulness of the framework""], ""weaknesses"": [""limited scope"", ""potential applicability to complex scenarios"", ""no evaluation of potential overfitting""]}",8.4
